team,season,matchday,points_cum,goal_diff_cum,xg_diff_cum
Real Sociedad,2022-23,31,55,10,-1.1999999999999997
Real Sociedad,2022-23,32,58,12,-0.5999999999999998
Real Sociedad,2022-23,33,61,14,-0.49999999999999967
Real Sociedad,2022-23,34,62,14,-1.1999999999999997
Real Sociedad,2022-23,35,65,15,-1.1999999999999997
Real Sociedad,2022-23,36,68,16,-2.0999999999999996
Real Sociedad,2022-23,37,68,15,-2.3
Real Sociedad,2022-23,38,71,16,-2.0999999999999996
Sevilla,2022-23,1,0,-1,0.09999999999999998
Sevilla,2022-23,2,1,-1,-0.9
Sevilla,2022-23,3,1,-2,-0.9
Sevilla,2022-23,4,1,-5,-1.9
Sevilla,2022-23,5,4,-4,-0.9
Sevilla,2022-23,6,5,-4,-0.5
Sevilla,2022-23,7,5,-6,-1.0
Sevilla,2022-23,8,6,-6,-1.0
Sevilla,2022-23,9,9,-5,-0.19999999999999996
Sevilla,2022-23,10,10,-5,-0.30000000000000004
Sevilla,2022-23,11,10,-7,0.19999999999999996
Sevilla,2022-23,12,10,-8,-1.0
Sevilla,2022-23,13,11,-8,-1.5
Sevilla,2022-23,14,11,-9,-1.1
Sevilla,2022-23,15,12,-9,-0.7999999999999999
Sevilla,2022-23,16,15,-8,1.1102230246251565e-16
Sevilla,2022-23,17,15,-9,-0.09999999999999998
Sevilla,2022-23,18,18,-8,-0.7999999999999999
Sevilla,2022-23,19,21,-5,-1.0
Sevilla,2022-23,20,21,-8,-1.1
Sevilla,2022-23,21,24,-6,-1.2000000000000002
Sevilla,2022-23,22,25,-6,-0.7000000000000002
Sevilla,2022-23,23,25,-7,-0.40000000000000013
Sevilla,2022-23,24,25,-12,-0.9000000000000001
Sevilla,2022-23,25,28,-11,-1.9000000000000001
Sevilla,2022-23,26,28,-13,-2.9000000000000004
Sevilla,2022-23,27,31,-11,-2.0
Sevilla,2022-23,28,32,-11,-0.40000000000000013
Sevilla,2022-23,29,35,-9,1.2
Sevilla,2022-23,30,38,-8,2.3
Sevilla,2022-23,31,41,-7,2.3
Sevilla,2022-23,32,41,-9,0.09999999999999964
Sevilla,2022-23,33,44,-8,0.49999999999999956
Sevilla,2022-23,34,47,-5,0.9999999999999996
Sevilla,2022-23,35,48,-5,-0.10000000000000053
Sevilla,2022-23,36,49,-5,0.1999999999999995
Sevilla,2022-23,37,49,-6,-4.440892098500626e-16
Sevilla,2022-23,38,49,-7,0.5999999999999995
Valencia,2022-23,1,3,1,-0.6000000000000001
Valencia,2022-23,2,3,0,-1.3
Valencia,2022-23,3,3,-1,-1.8
Valencia,2022-23,4,6,3,0.9000000000000001
Valencia,2022-23,5,6,2,0.20000000000000018
Valencia,2022-23,6,9,5,1.5000000000000002
Valencia,2022-23,7,10,5,2.4000000000000004
Valencia,2022-23,8,13,6,2.3
Valencia,2022-23,9,14,6,1.5999999999999999
Valencia,2022-23,10,15,6,0.7999999999999998
Valencia,2022-23,11,15,5,0.5999999999999999
Valencia,2022-23,12,15,4,0.39999999999999986
Valencia,2022-23,13,16,4,0.49999999999999983
Valencia,2022-23,14,19,7,1.4999999999999998
Valencia,2022-23,15,19,6,1.0999999999999999
Valencia,2022-23,16,19,5,0.6999999999999998
Valencia,2022-23,17,19,3,0.49999999999999983
Valencia,2022-23,18,20,3,0.5999999999999999
Valencia,2022-23,19,20,2,-0.6000000000000001
Valencia,2022-23,20,20,1,-1.6
Valencia,2022-23,21,20,0,-2.2
Valencia,2022-23,22,20,-1,-3.2
Valencia,2022-23,23,23,0,-2.7
Valencia,2022-23,24,23,-1,-3.7
Valencia,2022-23,25,26,0,-4.4
Valencia,2022-23,26,26,-3,-5.4
Valencia,2022-23,27,27,-3,-6.7
Valencia,2022-23,28,27,-4,-7.0
Valencia,2022-23,29,27,-6,-7.4
Valencia,2022-23,30,30,-4,-6.4
Valencia,2022-23,31,33,-3,-5.3
Valencia,2022-23,32,33,-4,-5.6
Valencia,2022-23,33,34,-4,-5.8
Valencia,2022-23,34,37,-3,-5.0
Valencia,2022-23,35,40,-2,-5.0
Valencia,2022-23,36,40,-3,-6.8999999999999995
Valencia,2022-23,37,41,-3,-7.5
Valencia,2022-23,38,42,-3,-7.699999999999999
Valladolid,2022-23,1,0,-3,-1.0
Valladolid,2022-23,2,1,-3,-0.5
Valladolid,2022-23,3,1,-7,-1.3
Valladolid,2022-23,4,4,-6,-1.5
Valladolid,2022-23,5,4,-7,-1.0
Valladolid,2022-23,6,4,-8,-2.5
Valladolid,2022-23,7,7,-7,-1.1
Valladolid,2022-23,8,8,-7,-1.7000000000000002
Valladolid,2022-23,9,8,-8,-2.4
Valladolid,2022-23,10,11,-5,0.10000000000000009
Valladolid,2022-23,11,14,-4,0.30000000000000004
Valladolid,2022-23,12,14,-6,-0.19999999999999996
Valladolid,2022-23,13,17,-5,-0.09999999999999987
Valladolid,2022-23,14,17,-8,-0.5999999999999999
Valladolid,2022-23,15,17,-10,-1.1999999999999997
Valladolid,2022-23,16,17,-11,-1.7999999999999998
Valladolid,2022-23,17,17,-12,-2.4
Valladolid,2022-23,18,17,-15,-2.9
Valladolid,2022-23,19,20,-14,-3.4
Valladolid,2022-23,20,23,-13,-3.0999999999999996
Valladolid,2022-23,21,24,-13,-4.699999999999999
Valladolid,2022-23,22,24,-14,-4.699999999999999
Valladolid,2022-23,23,24,-17,-5.199999999999999
Valladolid,2022-23,24,27,-16,-4.6
Valladolid,2022-23,25,28,-16,-3.8
Valladolid,2022-23,26,28,-18,-3.8999999999999995
Valladolid,2022-23,27,28,-24,-4.699999999999999
Valladolid,2022-23,28,29,-24,-2.8999999999999995
Valladolid,2022-23,29,32,-23,-3.0999999999999996
Valladolid,2022-23,30,35,-22,-3.2
Valladolid,2022-23,31,35,-23,-3.1
Valladolid,2022-23,32,35,-26,-2.9
Valladolid,2022-23,33,35,-27,-2.5
Valladolid,2022-23,34,35,-30,-4.5
Valladolid,2022-23,35,35,-32,-5.2
Valladolid,2022-23,36,38,-30,-4.5
Valladolid,2022-23,37,39,-30,-5.0
Valladolid,2022-23,38,40,-30,-5.8999999999999995
Villarreal,2022-23,1,3,3,1.5
Villarreal,2022-23,2,6,5,1.7
Villarreal,2022-23,3,7,5,0.5999999999999999
Villarreal,2022-23,4,10,9,1.2
Villarreal,2022-23,5,10,8,-0.5
Villarreal,2022-23,6,11,8,-1.0
Villarreal,2022-23,7,12,8,-2.6
Villarreal,2022-23,8,12,7,-2.8000000000000003
Villarreal,2022-23,9,15,9,-2.3
Villarreal,2022-23,10,15,6,-2.7
Villarreal,2022-23,11,18,7,-1.7000000000000002
Villarreal,2022-23,12,18,6,-2.0
Villarreal,2022-23,13,18,4,-2.5
Villarreal,2022-23,14,21,5,-2.2
Villarreal,2022-23,15,24,6,-2.7
Villarreal,2022-23,16,27,7,-3.7
Villarreal,2022-23,17,28,7,-2.8000000000000003
Villarreal,2022-23,18,31,8,-4.300000000000001
Villarreal,2022-23,19,31,7,-5.1000000000000005
Villarreal,2022-23,20,31,5,-5.5
Villarreal,2022-23,21,31,4,-6.6000000000000005
Villarreal,2022-23,22,31,2,-5.800000000000001
Villarreal,2022-23,23,34,3,-5.300000000000001
Villarreal,2022-23,24,37,5,-5.4
Villarreal,2022-23,25,38,5,-6.1000000000000005
Villarreal,2022-23,26,41,8,-4.9
Villarreal,2022-23,27,44,10,-5.6000000000000005
Villarreal,2022-23,28,47,11,-4.1000000000000005
Villarreal,2022-23,29,47,10,-5.1000000000000005
Villarreal,2022-23,30,47,9,-6.300000000000001
Villarreal,2022-23,31,50,11,-6.000000000000001
Villarreal,2022-23,32,53,13,-5.4
Villarreal,2022-23,33,54,13,-5.1000000000000005
Villarreal,2022-23,34,57,17,-3.3000000000000007
Villarreal,2022-23,35,60,18,-3.200000000000001
Villarreal,2022-23,36,63,20,-3.6000000000000005
Villarreal,2022-23,37,63,19,-3.000000000000001
Villarreal,2022-23,38,64,19,-2.600000000000001
Alavés,2023-24,1,0,-1,-0.3
Alavés,2023-24,2,3,0,1.9000000000000001
Alavés,2023-24,3,3,-1,1.2000000000000002
Alavés,2023-24,4,6,0,0.9000000000000001
Alavés,2023-24,5,6,-2,0.20000000000000018
Alavés,2023-24,6,6,-4,-0.8999999999999999
Alavés,2023-24,7,7,-4,-2.5
Alavés,2023-24,8,7,-6,-4.0
Alavés,2023-24,9,8,-6,-4.3
Alavés,2023-24,10,9,-6,-5.0
Alavés,2023-24,11,9,-7,-4.5
Alavés,2023-24,12,12,-6,-5.9
Alavés,2023-24,13,12,-7,-6.6
Alavés,2023-24,14,15,-5,-4.3999999999999995
Alavés,2023-24,15,16,-5,-4.699999999999999
Alavés,2023-24,16,16,-6,-6.6
Alavés,2023-24,17,16,-9,-7.299999999999999
Alavés,2023-24,18,16,-10,-7.8999999999999995
Alavés,2023-24,19,17,-10,-7.8999999999999995
Alavés,2023-24,20,20,-9,-6.8999999999999995
Alavés,2023-24,21,23,-8,-7.8999999999999995
Alavés,2023-24,22,26,-5,-6.699999999999999
Alavés,2023-24,23,26,-7,-6.699999999999999
Alavés,2023-24,24,27,-7,-7.5
Alavés,2023-24,25,28,-7,-8.0
Alavés,2023-24,26,29,-7,-7.5
Alavés,2023-24,27,29,-8,-8.5
Alavés,2023-24,28,32,-7,-8.1
Alavés,2023-24,29,32,-9,-9.399999999999999
Alavés,2023-24,30,32,-10,-9.7
Alavés,2023-24,31,32,-12,-10.0
Alavés,2023-24,32,35,-10,-8.399999999999999
Alavés,2023-24,33,38,-7,-7.699999999999999
Alavés,2023-24,34,41,-6,-7.499999999999999
Alavés,2023-24,35,42,-6,-7.199999999999999
Alavés,2023-24,36,42,-11,-8.5
Alavés,2023-24,37,45,-10,-8.7
Alavés,2023-24,38,46,-10,-10.2
Almería,2023-24,1,0,-2,-1.4
Almería,2023-24,2,0,-4,-1.7
Almería,2023-24,3,1,-4,-1.0
Almería,2023-24,4,1,-5,-2.0
Almería,2023-24,5,1,-6,-2.5
Almería,2023-24,6,2,-6,-3.1
Almería,2023-24,7,2,-10,-3.9000000000000004
Almería,2023-24,8,3,-10,-3.8
Almería,2023-24,9,3,-13,-3.9
Almería,2023-24,10,3,-16,-2.9
Almería,2023-24,11,3,-17,-2.2
Almería,2023-24,12,3,-18,-2.7
Almería,2023-24,13,3,-20,-2.1
Almería,2023-24,14,3,-21,-2.9000000000000004
Almería,2023-24,15,4,-21,-5.3
Almería,2023-24,16,4,-22,-5.6
Almería,2023-24,17,5,-22,-5.8999999999999995
Almería,2023-24,18,5,-23,-5.5
Almería,2023-24,19,5,-24,-5.7
Almería,2023-24,20,6,-24,-7.4
Almería,2023-24,21,6,-25,-6.3
Almería,2023-24,22,6,-28,-7.699999999999999
Almería,2023-24,23,6,-29,-8.6
Almería,2023-24,24,7,-29,-9.5
Almería,2023-24,25,8,-29,-9.9
Almería,2023-24,26,9,-29,-8.399999999999999
Almería,2023-24,27,9,-30,-8.5
Almería,2023-24,28,10,-30,-8.5
Almería,2023-24,29,13,-29,-8.299999999999999
Almería,2023-24,30,13,-32,-9.1
Almería,2023-24,31,14,-32,-8.7
Almería,2023-24,32,14,-33,-9.5
Almería,2023-24,33,14,-35,-10.899999999999999
Almería,2023-24,34,17,-34,-10.299999999999999
Almería,2023-24,35,17,-35,-9.5
Almería,2023-24,36,17,-37,-10.399999999999999
Almería,2023-24,37,18,-37,-8.799999999999999
Almería,2023-24,38,21,-32,-5.699999999999999
Athletic Club,2023-24,1,0,-2,-0.4
Athletic Club,2023-24,2,3,0,0.09999999999999998
Athletic Club,2023-24,3,6,2,1.2000000000000002
Athletic Club,2023-24,4,7,2,0.6000000000000002
Athletic Club,2023-24,5,10,5,0.7000000000000003
Athletic Club,2023-24,6,13,7,1.0000000000000004
Athletic Club,2023-24,7,14,7,2.3000000000000003
Athletic Club,2023-24,8,14,4,0.5000000000000002
Athletic Club,2023-24,9,17,7,1.6000000000000003
Athletic Club,2023-24,10,17,6,1.2000000000000002
Athletic Club,2023-24,11,18,6,1.3000000000000003
Athletic Club,2023-24,12,21,7,2.0000000000000004
Athletic Club,2023-24,13,24,8,1.4000000000000008
Athletic Club,2023-24,14,25,8,0.9000000000000009
Athletic Club,2023-24,15,28,12,3.600000000000001
Athletic Club,2023-24,16,29,12,3.500000000000001
Athletic Club,2023-24,17,32,14,3.100000000000001
Athletic Club,2023-24,18,35,15,0.7000000000000011
Athletic Club,2023-24,19,38,17,1.400000000000001
Athletic Club,2023-24,20,41,18,1.800000000000001
Athletic Club,2023-24,21,41,17,1.300000000000001
Athletic Club,2023-24,22,42,17,1.100000000000001
Athletic Club,2023-24,23,45,21,3.400000000000001
Athletic Club,2023-24,24,46,21,2.700000000000001
Athletic Club,2023-24,25,49,22,3.900000000000001
Athletic Club,2023-24,26,49,20,4.700000000000001
Athletic Club,2023-24,27,50,20,4.300000000000001
Athletic Club,2023-24,28,53,22,5.200000000000001
Athletic Club,2023-24,29,56,24,5.500000000000001
Athletic Club,2023-24,30,56,22,5.200000000000001
Athletic Club,2023-24,31,57,22,5.500000000000001
Athletic Club,2023-24,32,58,22,5.000000000000001
Athletic Club,2023-24,33,58,20,5.000000000000001
Athletic Club,2023-24,34,61,22,6.4
Athletic Club,2023-24,35,62,22,7.000000000000001
Athletic Club,2023-24,36,62,21,7.800000000000001
Athletic Club,2023-24,37,65,23,8.200000000000001
Athletic Club,2023-24,38,68,24,8.3
Atlético Madrid,2023-24,1,3,2,0.6000000000000001
Atlético Madrid,2023-24,2,4,2,0.10000000000000009
Atlético Madrid,2023-24,3,7,9,3.7
Atlético Madrid,2023-24,4,10,10,3.8000000000000003
Atlético Madrid,2023-24,5,10,7,3.2
Atlético Madrid,2023-24,6,13,9,4.800000000000001
Atlético Madrid,2023-24,7,16,11,5.300000000000001
Atlético Madrid,2023-24,8,19,12,5.6
Atlético Madrid,2023-24,9,22,13,5.4
Atlético Madrid,2023-24,10,25,16,6.6
Atlético Madrid,2023-24,11,28,17,7.3
Atlético Madrid,2023-24,12,28,16,7.1
Atlético Madrid,2023-24,13,31,18,6.2
Atlético Madrid,2023-24,14,34,19,5.5
Atlético Madrid,2023-24,15,34,18,4.9
Atlético Madrid,2023-24,16,37,19,4.7
Atlético Madrid,2023-24,17,37,17,4.3
Atlético Madrid,2023-24,18,38,17,5.3
Atlético Madrid,2023-24,19,38,16,6.0
Atlético Madrid,2023-24,20,41,17,7.0
Atlético Madrid,2023-24,21,44,18,6.8
Atlético Madrid,2023-24,22,47,20,6.4
Atlético Madrid,2023-24,23,48,20,6.3
Atlético Madrid,2023-24,24,48,19,4.8
Atlético Madrid,2023-24,25,51,24,6.3
Atlético Madrid,2023-24,26,52,24,6.8
Atlético Madrid,2023-24,27,55,25,5.8
Atlético Madrid,2023-24,28,55,23,4.9
Atlético Madrid,2023-24,29,55,20,4.1
Atlético Madrid,2023-24,30,58,21,4.8
Atlético Madrid,2023-24,31,61,23,5.5
Atlético Madrid,2023-24,32,61,21,4.6
Atlético Madrid,2023-24,33,64,23,6.800000000000001
Atlético Madrid,2023-24,34,67,24,7.1000000000000005
Atlético Madrid,2023-24,35,70,25,6.7
Atlético Madrid,2023-24,36,73,28,8.4
Atlético Madrid,2023-24,37,73,25,7.800000000000001
Atlético Madrid,2023-24,38,76,27,7.6
Barcelona,2023-24,1,1,0,-1.4
Barcelona,2023-24,2,4,2,-2.8
Barcelona,2023-24,3,7,3,-1.9
Barcelona,2023-24,4,10,4,-1.9
Barcelona,2023-24,5,13,9,0.7000000000000002
Barcelona,2023-24,6,16,10,2.1
Barcelona,2023-24,7,17,10,2.2
Barcelona,2023-24,8,20,11,0.8000000000000003
Barcelona,2023-24,9,21,11,-0.19999999999999973
Barcelona,2023-24,10,24,12,-0.4999999999999998
Barcelona,2023-24,11,24,11,-0.9999999999999998
Barcelona,2023-24,12,27,12,-1.1999999999999997
Barcelona,2023-24,13,30,13,-0.7999999999999998
Barcelona,2023-24,14,31,13,-0.7999999999999998
Barcelona,2023-24,15,34,14,-2.4
Barcelona,2023-24,16,34,12,-4.1
Barcelona,2023-24,17,35,12,-6.300000000000001
Barcelona,2023-24,18,38,13,-6.7
Barcelona,2023-24,19,41,14,-7.1
Barcelona,2023-24,20,44,15,-8.0
Barcelona,2023-24,21,47,17,-7.0
Barcelona,2023-24,22,47,15,-6.2
Barcelona,2023-24,23,50,17,-4.4
Barcelona,2023-24,24,51,17,-3.7
Barcelona,2023-24,25,54,18,-3.2
Barcelona,2023-24,26,57,22,-2.3
Barcelona,2023-24,27,58,22,-3.0
Barcelona,2023-24,28,61,23,-4.0
Barcelona,2023-24,29,64,26,-2.5
Barcelona,2023-24,30,67,27,-3.2
Barcelona,2023-24,31,70,28,-3.1
Barcelona,2023-24,32,70,27,-2.5
Barcelona,2023-24,33,73,29,-0.7000000000000002
Barcelona,2023-24,34,73,27,-1.3000000000000003
Barcelona,2023-24,35,76,29,-1.4000000000000004
Barcelona,2023-24,36,79,31,-1.0000000000000004
Barcelona,2023-24,37,82,34,0.6999999999999995
Barcelona,2023-24,38,85,35,1.3999999999999995
Real Betis,2023-24,1,3,1,0.8999999999999999
Real Betis,2023-24,2,4,1,0.19999999999999996
Real Betis,2023-24,3,4,-1,1.8
Real Betis,2023-24,4,7,0,1.8
Real Betis,2023-24,5,7,-5,1.0
Real Betis,2023-24,6,8,-5,0.19999999999999996
Real Betis,2023-24,7,9,-5,0.29999999999999993
Real Betis,2023-24,8,12,-2,1.6999999999999997
Real Betis,2023-24,9,13,-2,1.7999999999999998
Real Betis,2023-24,10,14,-2,1.6999999999999997
Real Betis,2023-24,11,17,-1,2.4999999999999996
Real Betis,2023-24,12,20,1,2.2999999999999994
Real Betis,2023-24,13,21,1,1.4999999999999996
Real Betis,2023-24,14,24,2,1.0999999999999996
Real Betis,2023-24,15,25,2,0.5999999999999995
Real Betis,2023-24,16,26,2,0.2999999999999995
Real Betis,2023-24,17,27,2,-0.8000000000000006
Real Betis,2023-24,18,28,2,-1.3000000000000007
Real Betis,2023-24,19,28,1,-1.7000000000000006
Real Betis,2023-24,20,31,2,-2.5000000000000004
Real Betis,2023-24,21,31,0,-1.6000000000000005
Real Betis,2023-24,22,34,1,-1.0000000000000007
Real Betis,2023-24,23,35,1,-1.6000000000000008
Real Betis,2023-24,24,38,3,-0.6000000000000008
Real Betis,2023-24,25,39,3,-1.4000000000000008
Real Betis,2023-24,26,42,5,0.39999999999999925
Real Betis,2023-24,27,42,4,0.7999999999999993
Real Betis,2023-24,28,42,3,1.7999999999999994
Real Betis,2023-24,29,42,1,0.9999999999999993
Real Betis,2023-24,30,42,0,2.499999999999999
Real Betis,2023-24,31,45,1,3.2999999999999994
Real Betis,2023-24,32,48,2,3.999999999999999
Real Betis,2023-24,33,49,2,3.1999999999999993
Real Betis,2023-24,34,52,4,4.1
Real Betis,2023-24,35,55,5,6.299999999999999
Real Betis,2023-24,36,56,5,6.999999999999999
Real Betis,2023-24,37,56,3,5.299999999999999
Real Betis,2023-24,38,57,3,4.6
Celta Vigo,2023-24,1,0,-2,-1.0
Celta Vigo,2023-24,2,1,-2,-1.0
Celta Vigo,2023-24,3,1,-3,-2.2
Celta Vigo,2023-24,4,4,-2,-0.7
Celta Vigo,2023-24,5,4,-3,-2.0
Celta Vigo,2023-24,6,4,-4,-1.5
Celta Vigo,2023-24,7,5,-4,-1.1
Celta Vigo,2023-24,8,5,-5,-1.6
Celta Vigo,2023-24,9,6,-5,-2.7
Celta Vigo,2023-24,10,6,-8,-3.6
Celta Vigo,2023-24,11,6,-9,-3.8000000000000003
Celta Vigo,2023-24,12,7,-9,-4.9
Celta Vigo,2023-24,13,7,-10,-4.0
Celta Vigo,2023-24,14,8,-10,-4.800000000000001
Celta Vigo,2023-24,15,9,-10,-6.2
Celta Vigo,2023-24,16,10,-10,-6.300000000000001
Celta Vigo,2023-24,17,13,-9,-6.7
Celta Vigo,2023-24,18,13,-10,-6.0
Celta Vigo,2023-24,19,16,-9,-6.7
Celta Vigo,2023-24,20,17,-9,-6.300000000000001
Celta Vigo,2023-24,21,17,-10,-6.6000000000000005
Celta Vigo,2023-24,22,17,-11,-7.2
Celta Vigo,2023-24,23,20,-8,-5.300000000000001
Celta Vigo,2023-24,24,20,-9,-4.5
Celta Vigo,2023-24,25,20,-10,-4.300000000000001
Celta Vigo,2023-24,26,21,-10,-3.0000000000000004
Celta Vigo,2023-24,27,24,-9,-3.5000000000000004
Celta Vigo,2023-24,28,24,-13,-4.300000000000001
Celta Vigo,2023-24,29,27,-12,-3.9000000000000004
Celta Vigo,2023-24,30,28,-12,-4.700000000000001
Celta Vigo,2023-24,31,28,-13,-5.300000000000001
Celta Vigo,2023-24,32,31,-10,-5.300000000000001
Celta Vigo,2023-24,33,31,-13,-5.500000000000001
Celta Vigo,2023-24,34,34,-12,-6.4
Celta Vigo,2023-24,35,34,-13,-6.800000000000001
Celta Vigo,2023-24,36,37,-12,-5.5
Celta Vigo,2023-24,37,40,-11,-5.2
Celta Vigo,2023-24,38,41,-11,-4.7
Cádiz,2023-24,1,3,1,0.30000000000000004
Cádiz,2023-24,2,3,-1,-0.8
Cádiz,2023-24,3,4,-1,-1.4000000000000001
Cádiz,2023-24,4,7,1,-0.5000000000000002
Cádiz,2023-24,5,7,-2,-0.8000000000000003
Cádiz,2023-24,6,8,-2,-2.220446049250313e-16
Cádiz,2023-24,7,9,-2,-0.6000000000000002
Cádiz,2023-24,8,9,-3,0.5999999999999998
Cádiz,2023-24,9,9,-4,0.19999999999999973
Cádiz,2023-24,10,9,-6,-0.40000000000000024
Cádiz,2023-24,11,10,-6,0.49999999999999967
Cádiz,2023-24,12,10,-7,-3.3306690738754696e-16
Cádiz,2023-24,13,11,-7,0.6999999999999996
Cádiz,2023-24,14,11,-10,-0.5000000000000003
Cádiz,2023-24,15,12,-10,0.19999999999999962
Cádiz,2023-24,16,13,-10,0.2999999999999996
Cádiz,2023-24,17,14,-10,-0.3000000000000005
Cádiz,2023-24,18,15,-10,-1.3000000000000005
Cádiz,2023-24,19,15,-12,-2.1000000000000005
Cádiz,2023-24,20,15,-15,-2.2000000000000006
Cádiz,2023-24,21,15,-16,-2.5000000000000004
Cádiz,2023-24,22,16,-16,-2.900000000000001
Cádiz,2023-24,23,17,-16,-3.6000000000000005
Cádiz,2023-24,24,17,-18,-4.4
Cádiz,2023-24,25,17,-20,-4.9
Cádiz,2023-24,26,18,-20,-5.1000000000000005
Cádiz,2023-24,27,19,-20,-5.1000000000000005
Cádiz,2023-24,28,22,-18,-4.200000000000001
Cádiz,2023-24,29,22,-20,-5.000000000000001
Cádiz,2023-24,30,25,-19,-5.600000000000001
Cádiz,2023-24,31,25,-20,-6.600000000000001
Cádiz,2023-24,32,25,-23,-7.200000000000001
Cádiz,2023-24,33,26,-23,-6.600000000000001
Cádiz,2023-24,34,26,-26,-7.500000000000001
Cádiz,2023-24,35,29,-25,-8.000000000000002
Cádiz,2023-24,36,32,-24,-9.500000000000002
Cádiz,2023-24,37,33,-24,-10.4
Cádiz,2023-24,38,33,-29,-9.9
Getafe,2023-24,1,1,0,-0.6
Getafe,2023-24,2,1,-3,-1.2999999999999998
Getafe,2023-24,3,4,-2,-2.5
Getafe,2023-24,4,4,-3,-1.9
Getafe,2023-24,5,7,-2,0.6000000000000001
Getafe,2023-24,6,7,-3,2.2
Getafe,2023-24,7,8,-3,2.8000000000000003
Getafe,2023-24,8,9,-3,1.9000000000000004
Getafe,2023-24,9,10,-3,3.2
Getafe,2023-24,10,11,-3,2.7
Getafe,2023-24,11,12,-3,2.5
Getafe,2023-24,12,15,-2,2.3000000000000003
Getafe,2023-24,13,16,-2,1.0000000000000004
Getafe,2023-24,14,19,-1,1.8000000000000005
Getafe,2023-24,15,19,-3,0.9000000000000005
Getafe,2023-24,16,22,-2,1.2000000000000006
Getafe,2023-24,17,25,1,1.8000000000000007
Getafe,2023-24,18,26,1,2.8000000000000007
Getafe,2023-24,19,26,-1,2.4000000000000004
Getafe,2023-24,20,26,-3,1.6000000000000005
Getafe,2023-24,21,26,-4,2.2000000000000006
Getafe,2023-24,22,29,-2,2.9000000000000004
Getafe,2023-24,23,30,-2,2.4000000000000004
Getafe,2023-24,24,33,-1,3.3000000000000007
Getafe,2023-24,25,34,-1,3.5000000000000004
Getafe,2023-24,26,34,-5,3.0000000000000004
Getafe,2023-24,27,35,-5,3.7000000000000006
Getafe,2023-24,28,35,-6,2.4000000000000004
Getafe,2023-24,29,38,-5,2.2000000000000006
Getafe,2023-24,30,38,-6,0.6000000000000005
Getafe,2023-24,31,39,-6,0.30000000000000054
Getafe,2023-24,32,40,-6,0.8000000000000005
Getafe,2023-24,33,43,-4,2.1000000000000005
Getafe,2023-24,34,43,-6,-2.3999999999999995
Getafe,2023-24,35,43,-7,-2.8999999999999995
Getafe,2023-24,36,43,-10,-3.4999999999999996
Getafe,2023-24,37,43,-11,-3.7999999999999994
Getafe,2023-24,38,43,-12,-3.6999999999999993
Girona,2023-24,1,1,0,0.19999999999999996
Girona,2023-24,2,4,3,1.8
Girona,2023-24,3,7,4,2.1
Girona,2023-24,4,10,5,2.1
Girona,2023-24,5,13,7,3.3000000000000003
Girona,2023-24,6,16,9,5.1
Girona,2023-24,7,19,10,5.0
Girona,2023-24,8,19,7,3.4
Girona,2023-24,9,22,8,3.2
Girona,2023-24,10,25,11,6.3
Girona,2023-24,11,28,12,6.7
Girona,2023-24,12,31,14,8.5
Girona,2023-24,13,34,15,6.0
Girona,2023-24,14,35,15,5.699999999999999
Girona,2023-24,15,38,16,6.1
Girona,2023-24,16,41,18,7.6
Girona,2023-24,17,44,21,8.899999999999999
Girona,2023-24,18,45,21,8.2
Girona,2023-24,19,48,22,9.9
Girona,2023-24,20,49,22,9.6
Girona,2023-24,21,52,26,12.3
Girona,2023-24,22,55,27,12.4
Girona,2023-24,23,56,27,11.7
Girona,2023-24,24,56,23,11.4
Girona,2023-24,25,56,22,11.299999999999999
Girona,2023-24,26,59,25,12.1
Girona,2023-24,27,59,24,11.1
Girona,2023-24,28,62,26,11.2
Girona,2023-24,29,62,25,9.4
Girona,2023-24,30,65,26,9.799999999999999
Girona,2023-24,31,65,24,8.4
Girona,2023-24,32,68,27,10.299999999999999
Girona,2023-24,33,71,29,10.4
Girona,2023-24,34,74,31,12.6
Girona,2023-24,35,75,31,12.9
Girona,2023-24,36,75,30,11.299999999999999
Girona,2023-24,37,78,32,11.7
Girona,2023-24,38,81,39,14.1
Granada,2023-24,1,0,-2,0.09999999999999998
Granada,2023-24,2,0,-4,-1.1
Granada,2023-24,3,3,-3,0.5000000000000002
Granada,2023-24,4,3,-5,2.7
Granada,2023-24,5,3,-7,3.1
Granada,2023-24,6,3,-8,3.1
Granada,2023-24,7,4,-8,2.3
Granada,2023-24,8,5,-8,2.4000000000000004
Granada,2023-24,9,6,-8,3.6
Granada,2023-24,10,6,-10,3.0
Granada,2023-24,11,6,-11,2.9
Granada,2023-24,12,6,-12,2.4
Granada,2023-24,13,7,-12,1.7000000000000002
Granada,2023-24,14,7,-14,1.6
Granada,2023-24,15,7,-16,1.5
Granada,2023-24,16,8,-16,1.8
Granada,2023-24,17,8,-17,1.3
Granada,2023-24,18,8,-20,0.4
Granada,2023-24,19,11,-18,-0.6
Granada,2023-24,20,11,-19,-1.1
Granada,2023-24,21,11,-20,-1.7
Granada,2023-24,22,11,-22,-3.5999999999999996
Granada,2023-24,23,12,-22,-2.6999999999999997
Granada,2023-24,24,13,-22,-1.0999999999999996
Granada,2023-24,25,14,-22,-2.0999999999999996
Granada,2023-24,26,14,-23,-2.6999999999999997
Granada,2023-24,27,14,-27,-2.1999999999999997
Granada,2023-24,28,14,-28,-1.8999999999999995
Granada,2023-24,29,14,-29,-2.3
