team,season,matchday,points_cum,goal_diff_cum,xg_diff_cum
Celta Vigo,2024-25,10,13,0,2.8
Celta Vigo,2024-25,11,13,-3,1.8999999999999995
Celta Vigo,2024-25,12,16,-2,0.9999999999999997
Celta Vigo,2024-25,13,17,-2,1.7999999999999998
Celta Vigo,2024-25,14,18,-2,1.2999999999999998
Celta Vigo,2024-25,15,18,-4,0.6999999999999996
Celta Vigo,2024-25,16,21,-2,1.7999999999999998
Celta Vigo,2024-25,17,21,-3,0.5999999999999999
Celta Vigo,2024-25,18,24,-1,1.2999999999999998
Celta Vigo,2024-25,19,24,-2,0.19999999999999973
Celta Vigo,2024-25,20,24,-3,0.5999999999999998
Celta Vigo,2024-25,21,25,-3,1.4999999999999998
Celta Vigo,2024-25,22,25,-4,2.0999999999999996
Celta Vigo,2024-25,23,28,-3,2.8999999999999995
Celta Vigo,2024-25,24,29,-3,2.1999999999999997
Celta Vigo,2024-25,25,32,-2,1.3999999999999995
Celta Vigo,2024-25,26,33,-2,1.5999999999999996
Celta Vigo,2024-25,27,36,-1,2.6999999999999997
Celta Vigo,2024-25,28,39,0,2.1999999999999997
Celta Vigo,2024-25,29,40,0,2.1999999999999997
Celta Vigo,2024-25,30,43,1,3.3999999999999995
Celta Vigo,2024-25,31,43,-1,2.4999999999999996
Celta Vigo,2024-25,32,43,-2,3.3999999999999995
Celta Vigo,2024-25,33,46,1,3.6999999999999993
Celta Vigo,2024-25,34,46,0,3.8999999999999995
Celta Vigo,2024-25,35,49,1,6.0
Celta Vigo,2024-25,36,52,2,5.8999999999999995
Celta Vigo,2024-25,37,52,1,4.5
Celta Vigo,2024-25,38,55,2,5.0
Espanyol,2024-25,1,0,-1,-0.7
Espanyol,2024-25,2,0,-2,-2.3
Espanyol,2024-25,3,1,-2,-2.9
Espanyol,2024-25,4,4,-1,-2.5
Espanyol,2024-25,5,7,0,-1.1
Espanyol,2024-25,6,7,-3,-0.40000000000000013
Espanyol,2024-25,7,7,-4,0.19999999999999984
Espanyol,2024-25,8,7,-5,-0.30000000000000016
Espanyol,2024-25,9,10,-4,0.7999999999999999
Espanyol,2024-25,10,10,-7,1.6
Espanyol,2024-25,11,10,-9,0.3999999999999999
Espanyol,2024-25,12,10,-11,0.4999999999999999
Espanyol,2024-25,13,11,-11,-0.6000000000000002
Espanyol,2024-25,14,11,-14,-0.1000000000000002
Espanyol,2024-25,15,14,-12,2.0
Espanyol,2024-25,16,14,-13,1.3
Espanyol,2024-25,17,15,-13,1.0
Espanyol,2024-25,18,15,-14,0.30000000000000004
Espanyol,2024-25,19,16,-14,0.6000000000000001
Espanyol,2024-25,20,19,-13,1.6
Espanyol,2024-25,21,20,-13,1.9000000000000001
Espanyol,2024-25,22,23,-12,2.6
Espanyol,2024-25,23,23,-13,2.7
Espanyol,2024-25,24,24,-13,2.9
Espanyol,2024-25,25,27,-12,3.5
Espanyol,2024-25,26,27,-13,2.5
Espanyol,2024-25,27,28,-13,3.3
Espanyol,2024-25,28,28,-14,4.1
Espanyol,2024-25,29,29,-14,4.1
Espanyol,2024-25,30,32,-10,4.7
Espanyol,2024-25,31,35,-8,5.5
Espanyol,2024-25,32,38,-7,6.1000000000000005
Espanyol,2024-25,33,39,-7,6.8
Espanyol,2024-25,34,39,-8,6.6000000000000005
Espanyol,2024-25,35,39,-9,7.4
Espanyol,2024-25,36,39,-11,6.0
Espanyol,2024-25,37,39,-13,5.300000000000001
Espanyol,2024-25,38,42,-11,5.300000000000001
Getafe,2024-25,1,1,0,0.19999999999999996
Getafe,2024-25,2,2,0,-0.30000000000000004
Getafe,2024-25,3,2,-1,0.09999999999999998
Getafe,2024-25,4,3,-1,-0.5
Getafe,2024-25,5,3,-2,-1.5
Getafe,2024-25,6,4,-2,-2.0
Getafe,2024-25,7,4,-3,-2.7
Getafe,2024-25,8,7,-1,-2.8
Getafe,2024-25,9,8,-1,-2.6
Getafe,2024-25,10,9,-1,-3.5
Getafe,2024-25,11,10,-1,-4.7
Getafe,2024-25,12,10,-2,-5.2
Getafe,2024-25,13,10,-3,-5.8
Getafe,2024-25,14,13,-1,-4.4
Getafe,2024-25,15,13,-3,-4.9
Getafe,2024-25,16,16,-2,-4.300000000000001
Getafe,2024-25,17,16,-3,-4.5
Getafe,2024-25,18,16,-4,-5.300000000000001
Getafe,2024-25,19,19,-3,-4.4
Getafe,2024-25,20,20,-3,-4.700000000000001
Getafe,2024-25,21,23,0,-3.1000000000000005
Getafe,2024-25,22,24,0,-4.1000000000000005
Getafe,2024-25,23,27,1,-4.000000000000001
Getafe,2024-25,24,30,2,-2.6000000000000005
Getafe,2024-25,25,30,1,-2.8000000000000007
Getafe,2024-25,26,30,0,-3.1000000000000005
Getafe,2024-25,27,33,1,-2.3000000000000007
Getafe,2024-25,28,36,2,-0.8000000000000005
Getafe,2024-25,29,36,1,-0.8000000000000005
Getafe,2024-25,30,39,5,1.2999999999999996
Getafe,2024-25,31,39,3,0.8999999999999997
Getafe,2024-25,32,39,2,0.49999999999999967
Getafe,2024-25,33,39,1,-1.8000000000000003
Getafe,2024-25,34,39,0,-2.7
Getafe,2024-25,35,39,-3,-3.2
Getafe,2024-25,36,39,-5,-3.6000000000000005
Getafe,2024-25,37,42,-4,-3.2
Getafe,2024-25,38,42,-5,-2.6000000000000005
Girona,2024-25,1,1,0,-0.6000000000000001
Girona,2024-25,2,1,-3,-1.3
Girona,2024-25,3,4,1,0.30000000000000004
Girona,2024-25,4,7,3,0.40000000000000013
Girona,2024-25,5,7,0,0.10000000000000009
Girona,2024-25,6,7,-2,-0.29999999999999993
Girona,2024-25,7,8,-2,-2.3
Girona,2024-25,8,9,-2,-2.0999999999999996
Girona,2024-25,9,12,-1,-1.9999999999999998
Girona,2024-25,10,12,-2,-2.4
Girona,2024-25,11,12,-3,-3.0
Girona,2024-25,12,15,-2,-1.0
Girona,2024-25,13,18,-1,-0.19999999999999996
Girona,2024-25,14,21,2,0.30000000000000004
Girona,2024-25,15,22,2,1.8
Girona,2024-25,16,22,-1,1.4
Girona,2024-25,17,22,-2,1.6
Girona,2024-25,18,25,1,2.1
Girona,2024-25,19,28,2,2.6
Girona,2024-25,20,28,1,2.6
Girona,2024-25,21,28,0,2.6
Girona,2024-25,22,31,1,2.6
Girona,2024-25,23,31,-2,2.5
Girona,2024-25,24,31,-3,2.6
Girona,2024-25,25,31,-5,2.2
Girona,2024-25,26,32,-5,3.5
Girona,2024-25,27,33,-5,2.9
Girona,2024-25,28,34,-5,3.0
Girona,2024-25,29,34,-8,3.5
Girona,2024-25,30,34,-9,2.1
Girona,2024-25,31,34,-10,2.2
Girona,2024-25,32,34,-12,2.1
Girona,2024-25,33,35,-12,2.6
Girona,2024-25,34,38,-11,2.3
Girona,2024-25,35,38,-12,2.1
Girona,2024-25,36,41,-11,1.7
Girona,2024-25,37,41,-12,1.4000000000000001
Girona,2024-25,38,41,-16,1.4000000000000001
Las Palmas,2024-25,1,1,0,0.6000000000000001
Las Palmas,2024-25,2,1,-1,0.7000000000000001
Las Palmas,2024-25,3,2,-1,0.9
Las Palmas,2024-25,4,2,-3,0.20000000000000007
Las Palmas,2024-25,5,2,-4,0.8000000000000002
Las Palmas,2024-25,6,2,-5,1.0
Las Palmas,2024-25,7,3,-5,1.0
Las Palmas,2024-25,8,3,-7,1.1
Las Palmas,2024-25,9,3,-8,-0.19999999999999996
Las Palmas,2024-25,10,6,-7,1.6
Las Palmas,2024-25,11,9,-6,1.7000000000000002
Las Palmas,2024-25,12,9,-8,1.7000000000000002
Las Palmas,2024-25,13,12,-6,3.6
Las Palmas,2024-25,14,12,-7,4.4
Las Palmas,2024-25,15,15,-6,5.9
Las Palmas,2024-25,16,18,-5,6.8
Las Palmas,2024-25,17,19,-5,5.8
Las Palmas,2024-25,18,22,-4,5.9
Las Palmas,2024-25,19,22,-5,5.6
Las Palmas,2024-25,20,22,-8,5.5
Las Palmas,2024-25,21,23,-8,5.7
Las Palmas,2024-25,22,23,-9,5.2
Las Palmas,2024-25,23,23,-10,4.8
Las Palmas,2024-25,24,23,-12,5.0
Las Palmas,2024-25,25,23,-14,4.6
Las Palmas,2024-25,26,24,-14,5.4
Las Palmas,2024-25,27,24,-15,4.8
Las Palmas,2024-25,28,25,-15,5.0
Las Palmas,2024-25,29,26,-15,5.7
Las Palmas,2024-25,30,26,-17,4.699999999999999
Las Palmas,2024-25,31,29,-15,6.3999999999999995
Las Palmas,2024-25,32,32,-14,6.8
Las Palmas,2024-25,33,32,-15,5.8
Las Palmas,2024-25,34,32,-16,6.1
Las Palmas,2024-25,35,32,-17,5.4
Las Palmas,2024-25,36,32,-18,4.9
Las Palmas,2024-25,37,32,-19,4.3
Las Palmas,2024-25,38,32,-21,3.8
Leganés,2024-25,1,1,0,0.0
Leganés,2024-25,2,4,1,0.5
Leganés,2024-25,3,5,1,0.3
Leganés,2024-25,4,5,0,0.0
Leganés,2024-25,5,5,-2,-0.1
Leganés,2024-25,6,6,-2,0.30000000000000004
Leganés,2024-25,7,6,-4,-0.6
Leganés,2024-25,8,7,-4,-0.5
Leganés,2024-25,9,8,-4,-1.3
Leganés,2024-25,10,8,-6,-0.6000000000000001
Leganés,2024-25,11,11,-3,0.7999999999999998
Leganés,2024-25,12,11,-4,3.4
Leganés,2024-25,13,14,-3,3.3
Leganés,2024-25,14,14,-6,3.1999999999999997
Leganés,2024-25,15,15,-6,3.3
Leganés,2024-25,16,15,-9,2.5999999999999996
Leganés,2024-25,17,18,-8,3.1999999999999997
Leganés,2024-25,18,18,-11,4.0
Leganés,2024-25,19,19,-11,3.0
Leganés,2024-25,20,22,-10,3.5
Leganés,2024-25,21,23,-10,2.5
Leganés,2024-25,22,23,-11,1.6
Leganés,2024-25,23,23,-13,1.1
Leganés,2024-25,24,24,-13,2.3
Leganés,2024-25,25,24,-16,1.9999999999999998
Leganés,2024-25,26,27,-15,1.9999999999999998
Leganés,2024-25,27,27,-16,1.9999999999999998
Leganés,2024-25,28,27,-17,2.6999999999999997
Leganés,2024-25,29,27,-18,2.3
Leganés,2024-25,30,28,-18,1.5999999999999999
Leganés,2024-25,31,28,-19,0.8999999999999999
Leganés,2024-25,32,29,-19,-1.1102230246251565e-16
Leganés,2024-25,33,30,-19,0.6999999999999998
Leganés,2024-25,34,31,-19,2.0999999999999996
Leganés,2024-25,35,34,-18,3.5999999999999996
Leganés,2024-25,36,34,-21,2.4999999999999996
Leganés,2024-25,37,37,-20,1.9999999999999996
Leganés,2024-25,38,40,-17,2.8999999999999995
Mallorca,2024-25,1,1,0,0.0
Mallorca,2024-25,2,1,-1,-0.6
Mallorca,2024-25,3,2,-1,-1.5
Mallorca,2024-25,4,5,0,-1.5
Mallorca,2024-25,5,5,-1,-0.8
Mallorca,2024-25,6,8,0,0.19999999999999996
Mallorca,2024-25,7,11,1,0.0
Mallorca,2024-25,8,14,2,-0.20000000000000018
Mallorca,2024-25,9,14,1,-0.8000000000000003
Mallorca,2024-25,10,17,2,-1.8000000000000003
Mallorca,2024-25,11,18,2,-2.3000000000000003
Mallorca,2024-25,12,18,1,-2.8000000000000003
Mallorca,2024-25,13,18,0,-3.4000000000000004
Mallorca,2024-25,14,21,1,-2.1
Mallorca,2024-25,15,24,2,-0.9000000000000001
Mallorca,2024-25,16,24,0,-1.7000000000000002
Mallorca,2024-25,17,27,1,-0.9000000000000001
Mallorca,2024-25,18,30,2,-2.2
Mallorca,2024-25,19,30,-2,-2.1
Mallorca,2024-25,20,30,-6,-2.6
Mallorca,2024-25,21,30,-7,-3.6
Mallorca,2024-25,22,30,-9,-4.1
Mallorca,2024-25,23,31,-9,-4.4
Mallorca,2024-25,24,34,-7,-3.1
Mallorca,2024-25,25,35,-7,-4.4
Mallorca,2024-25,26,36,-7,-4.5
Mallorca,2024-25,27,37,-7,-4.0
Mallorca,2024-25,28,40,-6,-4.7
Mallorca,2024-25,29,40,-7,-5.3
Mallorca,2024-25,30,40,-8,-4.8
Mallorca,2024-25,31,43,-6,-3.5
Mallorca,2024-25,32,44,-6,-4.4
Mallorca,2024-25,33,44,-7,-4.7
Mallorca,2024-25,34,44,-8,-5.2
Mallorca,2024-25,35,47,-7,-4.2
Mallorca,2024-25,36,47,-8,-3.7
Mallorca,2024-25,37,47,-9,-3.1
Mallorca,2024-25,38,48,-9,-3.7
Osasuna,2024-25,1,1,0,-0.7
Osasuna,2024-25,2,4,1,-0.29999999999999993
Osasuna,2024-25,3,4,-3,-0.29999999999999993
Osasuna,2024-25,4,7,-2,1.8000000000000003
Osasuna,2024-25,5,7,-4,2.5
Osasuna,2024-25,6,10,-3,2.6000000000000005
Osasuna,2024-25,7,11,-3,2.1000000000000005
Osasuna,2024-25,8,14,-1,3.9000000000000004
Osasuna,2024-25,9,15,-1,4.6
Osasuna,2024-25,10,15,-2,3.6
Osasuna,2024-25,11,18,0,4.6
Osasuna,2024-25,12,21,1,3.4
Osasuna,2024-25,13,21,-3,3.3
Osasuna,2024-25,14,22,-3,4.3
Osasuna,2024-25,15,23,-3,4.6
Osasuna,2024-25,16,24,-3,4.8
Osasuna,2024-25,17,25,-3,4.5
Osasuna,2024-25,18,25,-4,4.8999999999999995
Osasuna,2024-25,19,25,-5,4.6
Osasuna,2024-25,20,26,-5,4.8
Osasuna,2024-25,21,27,-5,3.1999999999999997
Osasuna,2024-25,22,30,-4,4.5
Osasuna,2024-25,23,31,-4,4.1
Osasuna,2024-25,24,32,-4,3.7
Osasuna,2024-25,25,32,-5,2.5
Osasuna,2024-25,26,33,-5,4.0
Osasuna,2024-25,27,33,-8,3.6
Osasuna,2024-25,28,33,-9,2.7
Osasuna,2024-25,29,34,-9,2.3
Osasuna,2024-25,30,35,-9,1.0999999999999999
Osasuna,2024-25,31,38,-8,1.4
Osasuna,2024-25,32,41,-7,2.1
Osasuna,2024-25,33,44,-6,2.8
Osasuna,2024-25,34,44,-8,3.6
Osasuna,2024-25,35,45,-8,2.6
Osasuna,2024-25,36,48,-6,4.0
Osasuna,2024-25,37,51,-4,4.8
Osasuna,2024-25,38,52,-4,4.2
Rayo Vallecano,2024-25,1,3,1,0.8999999999999999
Rayo Vallecano,2024-25,2,4,1,0.7
Rayo Vallecano,2024-25,3,4,0,1.2999999999999998
Rayo Vallecano,2024-25,4,4,-1,0.9999999999999998
Rayo Vallecano,2024-25,5,7,1,2.3999999999999995
Rayo Vallecano,2024-25,6,8,1,1.6999999999999997
Rayo Vallecano,2024-25,7,9,1,1.1999999999999997
Rayo Vallecano,2024-25,8,10,1,1.2999999999999998
Rayo Vallecano,2024-25,9,13,2,1.7999999999999998
Rayo Vallecano,2024-25,10,13,1,1.1999999999999997
Rayo Vallecano,2024-25,11,16,2,0.2999999999999998
Rayo Vallecano,2024-25,12,17,2,-0.20000000000000018
Rayo Vallecano,2024-25,13,17,0,-1.6
Rayo Vallecano,2024-25,14,17,-1,-2.4000000000000004
Rayo Vallecano,2024-25,15,17,-2,-1.6
Rayo Vallecano,2024-25,16,20,-1,-1.5
Rayo Vallecano,2024-25,17,21,-1,-0.10000000000000009
Rayo Vallecano,2024-25,18,22,-1,-1.1102230246251565e-16
Rayo Vallecano,2024-25,19,25,0,1.2999999999999998
Rayo Vallecano,2024-25,20,26,0,1.5
Rayo Vallecano,2024-25,21,29,1,1.1
Rayo Vallecano,2024-25,22,32,2,-0.10000000000000009
Rayo Vallecano,2024-25,23,35,3,-1.4
Rayo Vallecano,2024-25,24,35,2,-2.4
Rayo Vallecano,2024-25,25,35,1,-3.0
Rayo Vallecano,2024-25,26,36,1,-4.8
Rayo Vallecano,2024-25,27,36,0,-4.8
Rayo Vallecano,2024-25,28,37,0,-3.4
Rayo Vallecano,2024-25,29,40,2,-2.0
Rayo Vallecano,2024-25,30,40,-2,-2.7
Rayo Vallecano,2024-25,31,40,-4,-3.3
Rayo Vallecano,2024-25,32,41,-4,-2.8
Rayo Vallecano,2024-25,33,41,-7,-3.5
Rayo Vallecano,2024-25,34,44,-6,-3.7
Rayo Vallecano,2024-25,35,47,-5,-3.9
Rayo Vallecano,2024-25,36,48,-5,-3.0999999999999996
Rayo Vallecano,2024-25,37,51,-4,-2.3
Rayo Vallecano,2024-25,38,52,-4,-4.5
Real Madrid,2024-25,1,1,0,0.4
Real Madrid,2024-25,2,4,3,1.2999999999999998
Real Madrid,2024-25,3,5,3,-0.20000000000000018
Real Madrid,2024-25,4,8,5,-0.6000000000000001
Real Madrid,2024-25,5,11,7,-0.8999999999999999
Real Madrid,2024-25,6,14,10,-1.3000000000000003
Real Madrid,2024-25,7,17,11,0.3999999999999997
Real Madrid,2024-25,8,18,11,0.5999999999999996
Real Madrid,2024-25,9,21,13,2.0999999999999996
Real Madrid,2024-25,10,24,14,3.3999999999999995
Real Madrid,2024-25,11,24,10,1.8999999999999997
Real Madrid,2024-25,12,27,11,1.1999999999999995
Real Madrid,2024-25,13,30,15,2.0999999999999996
Real Madrid,2024-25,14,33,18,3.2999999999999994
Real Madrid,2024-25,15,36,20,2.099999999999999
Real Madrid,2024-25,16,39,23,4.199999999999999
Real Madrid,2024-25,17,40,23,6.499999999999999
Real Madrid,2024-25,18,43,25,8.5
Real Madrid,2024-25,19,43,24,7.799999999999999
Real Madrid,2024-25,20,46,27,5.899999999999999
Real Madrid,2024-25,21,49,30,6.899999999999999
Real Madrid,2024-25,22,49,29,5.599999999999999
Real Madrid,2024-25,23,50,29,4.999999999999998
Real Madrid,2024-25,24,51,29,4.599999999999999
Real Madrid,2024-25,25,54,31,4.399999999999999
Real Madrid,2024-25,26,54,30,4.499999999999998
Real Madrid,2024-25,27,57,31,4.999999999999998
Real Madrid,2024-25,28,60,32,5.899999999999999
Real Madrid,2024-25,29,63,33,5.999999999999998
Real Madrid,2024-25,30,63,32,3.5999999999999988
Real Madrid,2024-25,31,66,33,3.699999999999999
Real Madrid,2024-25,32,69,34,3.199999999999999
Real Madrid,2024-25,33,72,35,2.699999999999999
Real Madrid,2024-25,34,75,36,3.4999999999999987
Real Madrid,2024-25,35,75,35,3.7999999999999985
Real Madrid,2024-25,36,78,36,3.1999999999999984
Real Madrid,2024-25,37,81,38,3.1999999999999984
Real Madrid,2024-25,38,84,40,2.5999999999999983
Real Sociedad,2024-25,1,0,-1,-0.10000000000000009
Real Sociedad,2024-25,2,3,0,0.09999999999999987
Real Sociedad,2024-25,3,3,-1,0.09999999999999987
Real Sociedad,2024-25,4,4,-1,0.09999999999999987
Real Sociedad,2024-25,5,4,-3,-1.0000000000000002
Real Sociedad,2024-25,6,5,-3,-2.4000000000000004
Real Sociedad,2024-25,7,5,-4,-3.0
Real Sociedad,2024-25,8,8,-1,-3.4
Real Sociedad,2024-25,9,9,-1,-3.4
Real Sociedad,2024-25,10,12,0,-4.1
Real Sociedad,2024-25,11,12,-2,-5.7
Real Sociedad,2024-25,12,15,0,-5.1
Real Sociedad,2024-25,13,18,1,-6.1
Real Sociedad,2024-25,14,18,0,-6.6
Real Sociedad,2024-25,15,21,2,-5.4
Real Sociedad,2024-25,16,24,5,-4.2
Real Sociedad,2024-25,17,25,5,-5.300000000000001
Real Sociedad,2024-25,18,25,3,-5.6000000000000005
Real Sociedad,2024-25,19,28,4,-5.4
Real Sociedad,2024-25,20,28,3,-6.2
Real Sociedad,2024-25,21,28,0,-7.1000000000000005
Real Sociedad,2024-25,22,28,-1,-8.1
Real Sociedad,2024-25,23,31,0,-7.800000000000001
Real Sociedad,2024-25,24,31,-3,-8.1
Real Sociedad,2024-25,25,34,0,-5.800000000000001
Real Sociedad,2024-25,26,34,-4,-5.800000000000001
Real Sociedad,2024-25,27,34,-5,-6.500000000000001
Real Sociedad,2024-25,28,35,-5,-5.1000000000000005
Real Sociedad,2024-25,29,38,-4,-3.8000000000000007
Real Sociedad,2024-25,30,41,-2,-3.2000000000000006
Real Sociedad,2024-25,31,41,-4,-3.9000000000000004
Real Sociedad,2024-25,32,42,-4,-3.6000000000000005
Real Sociedad,2024-25,33,42,-5,-4.4
Real Sociedad,2024-25,34,43,-5,-5.300000000000001
Real Sociedad,2024-25,35,43,-9,-5.9
Real Sociedad,2024-25,36,43,-10,-7.6000000000000005
Real Sociedad,2024-25,37,46,-9,-6.6000000000000005
Real Sociedad,2024-25,38,46,-11,-7.4
Sevilla,2024-25,1,1,0,0.19999999999999996
Sevilla,2024-25,2,1,-1,0.19999999999999996
Sevilla,2024-25,3,2,-1,-0.5
Sevilla,2024-25,4,2,-3,-1.4
Sevilla,2024-25,5,5,-2,-1.7999999999999998
Sevilla,2024-25,6,5,-3,-1.2999999999999998
Sevilla,2024-25,7,8,-2,-1.4
Sevilla,2024-25,8,9,-2,-1.5
Sevilla,2024-25,9,12,-1,-1.9
Sevilla,2024-25,10,12,-5,-1.9
Sevilla,2024-25,11,15,-3,-0.7000000000000002
Sevilla,2024-25,12,15,-5,-1.8000000000000003
Sevilla,2024-25,13,15,-6,-2.4000000000000004
Sevilla,2024-25,14,18,-5,-2.5000000000000004
Sevilla,2024-25,15,19,-5,-2.8000000000000003
Sevilla,2024-25,16,19,-6,-0.20000000000000018
Sevilla,2024-25,17,22,-5,0.09999999999999987
Sevilla,2024-25,18,22,-7,0.7999999999999998
Sevilla,2024-25,19,23,-7,1.2999999999999998
Sevilla,2024-25,20,26,-6,0.6999999999999997
Sevilla,2024-25,21,27,-6,0.4999999999999998
Sevilla,2024-25,22,28,-6,-0.40000000000000024
Sevilla,2024-25,23,28,-9,-0.1000000000000002
Sevilla,2024-25,24,31,-5,2.8
Sevilla,2024-25,25,32,-5,2.5
Sevilla,2024-25,26,33,-5,2.9
Sevilla,2024-25,27,36,-4,3.3
Sevilla,2024-25,28,36,-5,2.8
Sevilla,2024-25,29,36,-6,3.0999999999999996
Sevilla,2024-25,30,36,-7,3.1999999999999997
Sevilla,2024-25,31,36,-8,2.4
Sevilla,2024-25,32,37,-8,1.7999999999999998
Sevilla,2024-25,33,37,-9,0.6999999999999997
Sevilla,2024-25,34,38,-9,-4.440892098500626e-16
Sevilla,2024-25,35,38,-10,-0.30000000000000027
Sevilla,2024-25,36,41,-9,-0.6000000000000003
Sevilla,2024-25,37,41,-11,-1.1000000000000003
Sevilla,2024-25,38,41,-13,-0.6000000000000003
Valencia,2024-25,1,0,-1,0.0
Valencia,2024-25,2,0,-3,0.09999999999999998
Valencia,2024-25,3,0,-4,-2.7755575615628914e-17
Valencia,2024-25,4,1,-4,-0.10000000000000012
Valencia,2024-25,5,1,-7,-0.20000000000000012
Valencia,2024-25,6,4,-5,1.4
Valencia,2024-25,7,5,-5,0.7
Valencia,2024-25,8,5,-8,-0.10000000000000009
Valencia,2024-25,9,6,-8,-0.6000000000000001
Valencia,2024-25,10,6,-9,-0.20000000000000018
Valencia,2024-25,11,7,-9,0.09999999999999987
Valencia,2024-25,12,7,-10,-0.20000000000000018
Valencia,2024-25,13,8,-10,-1.2000000000000002
Valencia,2024-25,14,11,-8,1.2999999999999998
Valencia,2024-25,15,11,-9,0.9999999999999998
Valencia,2024-25,16,11,-10,-0.30000000000000027
Valencia,2024-25,17,11,-11,-1.1000000000000003
Valencia,2024-25,18,12,-11,-0.6000000000000003
Valencia,2024-25,19,13,-11,-0.30000000000000027
Valencia,2024-25,20,16,-10,-0.9000000000000004
Valencia,2024-25,21,16,-16,-1.4000000000000004
Valencia,2024-25,22,19,-15,-1.0000000000000004
Valencia,2024-25,23,22,-13,-0.9000000000000004
Valencia,2024-25,24,23,-13,-1.0000000000000004
Valencia,2024-25,25,23,-16,-1.8000000000000005
Valencia,2024-25,26,24,-16,-0.6000000000000005
Valencia,2024-25,27,27,-15,-0.5000000000000004
Valencia,2024-25,28,28,-15,-0.5000000000000004
Valencia,2024-25,29,31,-14,-0.2000000000000004
Valencia,2024-25,30,34,-13,0.9999999999999996
Valencia,2024-25,31,37,-12,0.6999999999999995
Valencia,2024-25,32,38,-12,-0.3000000000000005
Valencia,2024-25,33,39,-12,-0.2000000000000005
Valencia,2024-25,34,42,-11,1.3999999999999995
Valencia,2024-25,35,45,-8,1.6999999999999993
Valencia,2024-25,36,45,-9,0.8999999999999992
Valencia,2024-25,37,45,-10,0.4999999999999992
Valencia,2024-25,38,46,-10,0.7999999999999993
Valladolid,2024-25,1,3,1,0.19999999999999996
Valladolid,2024-25,2,3,-2,-0.20000000000000007
Valladolid,2024-25,3,4,-2,-1.3000000000000003
Valladolid,2024-25,4,4,-9,-1.8000000000000003
Valladolid,2024-25,5,4,-11,-1.3000000000000003
Valladolid,2024-25,6,5,-11,-2.3000000000000003
Valladolid,2024-25,7,5,-12,-2.0
Valladolid,2024-25,8,5,-13,-2.2
Valladolid,2024-25,9,5,-14,-3.2
Valladolid,2024-25,10,8,-13,-2.6
Valladolid,2024-25,11,8,-14,-2.5
Valladolid,2024-25,12,8,-15,-2.7
Valladolid,2024-25,13,9,-15,-2.3000000000000003
Valladolid,2024-25,14,9,-17,-3.4000000000000004
Valladolid,2024-25,15,9,-22,-4.0
Valladolid,2024-25,16,9,-23,-4.3
Valladolid,2024-25,17,12,-22,-3.9000000000000004
Valladolid,2024-25,18,12,-25,-3.9000000000000004
Valladolid,2024-25,19,15,-24,-4.1
Valladolid,2024-25,20,15,-25,-4.3
Valladolid,2024-25,21,15,-28,-4.5
Valladolid,2024-25,22,15,-32,-4.0
Valladolid,2024-25,23,15,-33,-4.4
Valladolid,2024-25,24,15,-37,-4.9
Valladolid,2024-25,25,15,-43,-4.4
Valladolid,2024-25,26,16,-43,-5.2
Valladolid,2024-25,27,16,-44,-5.1000000000000005
Valladolid,2024-25,28,16,-45,-5.8
Valladolid,2024-25,29,16,-46,-5.5
Valladolid,2024-25,30,16,-50,-6.1
Valladolid,2024-25,31,16,-52,-5.3
Valladolid,2024-25,32,16,-53,-5.2
Valladolid,2024-25,33,16,-57,-5.1
Valladolid,2024-25,34,16,-58,-4.7
Valladolid,2024-25,35,16,-59,-5.5
Valladolid,2024-25,36,16,-60,-6.4
Valladolid,2024-25,37,16,-61,-8.0
Valladolid,2024-25,38,16,-64,-8.4
Villarreal,2024-25,1,1,0,1.2
Villarreal,2024-25,2,4,1,2.3
Villarreal,2024-25,3,7,2,2.7
Villarreal,2024-25,4,8,2,3.2
Villarreal,2024-25,5,11,3,3.4
Villarreal,2024-25,6,11,-1,2.1999999999999997
Villarreal,2024-25,7,14,0,2.5999999999999996
Villarreal,2024-25,8,17,2,2.8
Villarreal,2024-25,9,17,0,1.6999999999999997
Villarreal,2024-25,10,18,0,1.7999999999999998
Villarreal,2024-25,11,21,1,1.7999999999999998
Villarreal,2024-25,12,22,1,1.4
Villarreal,2024-25,13,25,4,2.9
Villarreal,2024-25,14,26,4,2.4
Villarreal,2024-25,15,27,4,2.4
Villarreal,2024-25,16,27,2,1.5999999999999999
Villarreal,2024-25,17,27,1,0.7
Villarreal,2024-25,18,30,4,2.4000000000000004
Villarreal,2024-25,19,30,3,1.2000000000000002
Villarreal,2024-25,20,33,7,2.8000000000000003
Villarreal,2024-25,21,34,7,1.6
Villarreal,2024-25,22,37,11,3.1
Villarreal,2024-25,23,40,12,4.2
Villarreal,2024-25,24,41,12,3.9000000000000004
Villarreal,2024-25,25,44,13,4.3
Villarreal,2024-25,26,47,14,3.9000000000000004
Villarreal,2024-25,27,47,13,1.1000000000000005
Villarreal,2024-25,28,47,12,0.5000000000000004
Villarreal,2024-25,29,50,13,1.3000000000000005
Villarreal,2024-25,30,51,13,-0.7999999999999996
Villarreal,2024-25,31,54,14,-0.09999999999999964
Villarreal,2024-25,32,55,14,4.440892098500626e-16
Villarreal,2024-25,33,55,11,-0.3999999999999996
Villarreal,2024-25,34,58,13,1.4000000000000004
Villarreal,2024-25,35,61,14,0.40000000000000036
Villarreal,2024-25,36,64,17,1.8000000000000003
